Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Tuberculosis","2023","Borden County, TX","48033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boone County, WV","54005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boone County, NE","31011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boone County, MO","29019","7","3.7"
"Tuberculosis","2023","Boone County, KY","21015","5","3.6"
"Tuberculosis","2023","Boone County, IN","18011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boone County, IL","17007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boone County, IA","19015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boone County, AR","05009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bonneville County, ID","16019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bonner County, ID","16017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bond County, IL","17005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bon Homme County, SD","46009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bollinger County, MO","29017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bolivar County, MS","28011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Boise County, ID","16015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blue Earth County, MN","27013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blount County, TN","47009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blount County, AL","01009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bledsoe County, TN","47007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bleckley County, GA","13023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bland County, VA","51021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blanco County, TX","48031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blair County, PA","42013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blaine County, OK","40011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blaine County, NE","31009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blaine County, MT","30005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blaine County, ID","16013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bladen County, NC","37017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Blackford County, IN","18009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Black Hawk County, IA","19013","13","10.0"
"Tuberculosis","2023","Bingham County, ID","16011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Billings County, ND","38007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Big Stone County, MN","27011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Big Horn County, WY","56003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Big Horn County, MT","30003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bienville Parish, LA","22013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bibb County, GA","13021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bibb County, AL","01007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bexar County, TX","48029","79","3.8"
"Tuberculosis","2023","Bethel Census Area, AK","02050","Data suppressed","Data not available"
"Tuberculosis","2023","Bertie County, NC","37015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Berrien County, MI","26021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Berrien County, GA","13019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bernalillo County, NM","35001","7","1.0"
"Tuberculosis","2023","Berkshire County, MA","25003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Berks County, PA","42011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Berkeley County, WV","54003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Berkeley County, SC","45015","7","2.7"
"Tuberculosis","2023","Bergen County, NJ","34003","28","2.9"
"Tuberculosis","2023","Benzie County, MI","26019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, WA","53005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, TN","47005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, OR","41003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, MS","28009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, MO","29015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, MN","27009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, IN","18007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, IA","19011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benton County, AR","05007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bent County, CO","08011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benson County, ND","38005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bennington County, VT","50003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bennett County, SD","46007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Benewah County, ID","16009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ben Hill County, GA","13017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beltrami County, MN","27007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Belmont County, OH","39013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bell County, TX","48027","17","4.3"
"Tuberculosis","2023","Bell County, KY","21013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Belknap County, NH","33001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bee County, TX","48025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bedford County, VA","51019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bedford County, TN","47003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bedford County, PA","42009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beckham County, OK","40009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Becker County, MN","27005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beaverhead County, MT","30001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beaver County, UT","49001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beaver County, PA","42007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beaver County, OK","40007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beauregard Parish, LA","22011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beaufort County, SC","45013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beaufort County, NC","37013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bear Lake County, ID","16007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Beadle County, SD","46005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baylor County, TX","48023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bayfield County, WI","55007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bayamón Municipio, PR","72021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bay County, MI","26017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bay County, FL","12005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baxter County, AR","05005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bath County, VA","51017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bath County, KY","21011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bates County, MO","29013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bastrop County, TX","48021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bartow County, GA","13015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barton County, MO","29011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barton County, KS","20009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bartholomew County, IN","18005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barry County, MO","29009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barry County, MI","26015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barrow County, GA","13013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barron County, WI","55005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barren County, KY","21009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barranquitas Municipio, PR","72019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barnwell County, SC","45011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barnstable County, MA","25001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barnes County, ND","38003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barceloneta Municipio, PR","72017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barbour County, WV","54001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barbour County, AL","01005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Barber County, KS","20007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baraga County, MI","26013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bannock County, ID","16005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Banner County, NE","31007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Banks County, GA","13011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bandera County, TX","48019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bamberg County, SC","45009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baltimore County, MD","24005","21","2.5"
"Tuberculosis","2023","Baltimore City, MD","24510","18","3.2"
"Tuberculosis","2023","Ballard County, KY","21007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baldwin County, GA","13009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baldwin County, AL","01003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baker County, OR","41001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baker County, GA","13007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baker County, FL","12003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bailey County, TX","48017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Bacon County, GA","13005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Baca County, CO","08009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Añasco Municipio, PR","72011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Avoyelles Parish, LA","22009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Avery County, NC","37011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Autauga County, AL","01001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Austin County, TX","48015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Aurora County, SD","46003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Augusta County, VA","51015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Auglaize County, OH","39011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Audubon County, IA","19009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Audrain County, MO","29007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Attala County, MS","28007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Atoka County, OK","40005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Atlantic County, NJ","34001","5","1.8"
"Tuberculosis","2023","Atkinson County, GA","13003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Athens County, OH","39009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Atchison County, MO","29005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Atchison County, KS","20005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Atascosa County, TX","48013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Assumption Parish, LA","22007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Asotin County, WA","53003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ashtabula County, OH","39007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ashley County, AR","05003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ashland County, WI","55003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ashland County, OH","39005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ashe County, NC","37009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ascension Parish, LA","22005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Arthur County, NE","31005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Arroyo Municipio, PR","72015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Aroostook County, ME","23003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Armstrong County, TX","48011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Armstrong County, PA","42005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Arlington County, VA","51013","7","3.0"
"Tuberculosis","2023","Arkansas County, AR","05001","Data suppressed","Data suppressed"
"Tuberculosis","2023","Arenac County, MI","26011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Arecibo Municipio, PR","72013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Archuleta County, CO","08007","Data suppressed","Data suppressed"
"Tuberculosis","2023","Archer County, TX","48009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Arapahoe County, CO","08005","14","2.1"
